pwsid,name,type,population,owner_type,primary_source,address,lat,lng,total_violations,health_violations,unaddressed_violations,risk_level,marker_color
GA2470000,ROCKDALE CO. WATER SYSTEM,CWS,91678,L,SW,"CONYERS, Rockdale County, GA",32.384818434694864,-82.22543461922308,24,8,0,High,red
GA2470002,HI ROC SHORES ASSOCIATION,CWS,655,P,GW,"CONYERS, Rockdale County, GA",33.34796820278204,-82.83550418122668,182,14,3,High,red
GA2470003,"LITTLE MOUNTAIN S/D, NO. 1 HOA",CWS,61,P,GW,"ELLENWOOD, Rockdale County, GA",32.93478332140795,-82.40064502589372,37,1,6,High,red
GA2470005,LAKEVIEW UTILITIES,CWS,2200,P,GW,"CONYERS, Rockdale County, GA",32.223024855812696,-84.26247345449742,86,11,2,High,red
GA2470006,MONASTERY OF THE HOLY SPIRIT,CWS,100,P,GW,"CONYERS, Rockdale County, GA",32.8145433984549,-82.9801273071066,17,0,0,Low,yellow
GA2490000,ELLAVILLE,CWS,3295,L,GW,"ELLAVILLE, Schley County, GA",33.54955631176905,-84.63088194369597,29,0,0,Low,yellow
GA2490004,SCHLEY COUNTY WATER SYSTEM,CWS,1763,L,GW,"ELLAVILLE, Schley County, GA",32.305532381745735,-82.31630052984563,15,0,0,Low,yellow
GA2510000,HILTONIA,CWS,353,L,GW,"SYLVANIA, Screven County, GA",33.092277533597986,-84.20690240030319,16,0,0,Low,yellow
GA2510001,NEWINGTON,CWS,428,L,GW,"NEWINGTON, Screven County, GA",32.531964831629786,-82.9692119869045,45,0,1,Medium,orange
GA2510002,OLIVER,CWS,283,L,GW,"OLIVER, Screven County, GA",32.26536060838302,-84.1771545991125,68,5,0,High,red
GA2510003,SYLVANIA,CWS,4910,L,GW,"SYLVANIA, Screven County, GA",32.55001466402049,-82.45616930649604,36,12,0,High,red
GA2510011,GEORGIA VISITOR CENTER,TNCWS,202,S,GW,"SYLVANIA, Screven County, GA",33.06281007186887,-84.93845195087526,24,0,0,Low,yellow
GA2510013,GREEN ACRES MOBILE HOME PARK,CWS,44,P,GW,"GROVETOWN, Screven County, GA",32.009012727397696,-82.15629031499628,319,7,0,High,red
GA2510014,WILEY`S MOBILE HOME PARK,CWS,41,P,GW,"STATESBORO, Screven County, GA",31.981270712398388,-82.7454479089895,39,0,1,Medium,orange
GA2510021,BRINSONS TRAILER PARK,CWS,65,P,GW,"SAVANNAH, Screven County, GA",32.0835,-81.0998,224,7,1,High,red
GA2510027,HOLIDAY MOTEL,TNCWS,29,P,GW,"SYLVANIA, Screven County, GA",32.86999936910965,-82.30412263792242,61,1,0,High,red
GA2510044,ROCKY FORD,CWS,235,L,GW,"ROCKY FORD, Screven County, GA",32.618812431165,-84.14102288837044,29,0,0,Low,yellow
GA2510048,HILLCREST HEIGHTS,CWS,140,P,GW,"NEWINGTON, Screven County, GA",32.40353103638151,-82.20450607194739,30,0,1,Medium,orange
GA2510049,SCREVEN CO. PRISON,CWS,145,L,GW,"SYLVANIA, Screven County, GA",33.1239584997612,-83.69310493936858,38,1,0,High,red
GA2510050,LAWTON PLACE MOBILE HOME PARK,CWS,232,P,GW,"NEWINGTON, Screven County, GA",32.65838438639081,-83.10968240019636,19,0,2,Medium,orange
GA2510053,BLUE HOLE MOBILE HOME PARK,CWS,35,P,GW,"NEWINGTON, Screven County, GA",33.59654885302856,-82.4134445119876,29,3,1,High,red
GA2510054,PECAN GROVE SUBDIVISION,CWS,35,P,GW,"STATESBORO, Screven County, GA",32.84301988840321,-84.89256599874992,2,0,2,Medium,orange
GA2510055,NEWINGTON EAST SUBDIVISION,CWS,68,P,GW,"SAVANNAH, Screven County, GA",32.0835,-81.0998,2,0,0,Low,yellow
GA2510056,ROLLING RIDGE WATER SYSTEM,CWS,27,P,GW,"HILTONIA, Screven County, GA",31.91469358968118,-82.59216225104727,29,0,0,Low,yellow
GA2510057,SAVANNAH RIVER CHALLENGE PROGRAM,TNCWS,54,P,GW,"SYLVANIA, Screven County, GA",33.6388669147838,-84.29535532858655,8,0,0,Low,yellow
GA2510058,BSA-CAMP BLACK CREEK,TNCWS,292,P,GW,"SYLVANIA, Screven County, GA",33.343271097779315,-82.04840913182738,8,0,0,Low,yellow
GA2510059,OGEECHEE OAKS RV PARK,TNCWS,16,P,GW,"SYLVANIA, Screven County, GA",33.59921122875438,-82.99053866914406,0,0,0,Good,green
GA2530000,DONALSONVILLE,CWS,2963,L,GW,"DONALSONVILLE, Seminole County, GA",32.66699035924165,-83.35379613748624,71,2,0,High,red
GA2530001,IRON CITY,CWS,359,L,GW,"IRON CITY, Seminole County, GA",32.67736751934269,-82.77012072044211,33,6,0,High,red
GA2530002,DNR-SEMINOLE STATE PARK,TNCWS,505,S,GW,"DONALSONVILLE, Seminole County, GA",32.99549731742085,-84.35982447899121,20,0,0,Low,yellow
GA2530004,PARADISE ACRES SUBDIVISION,CWS,192,P,GW,"BLAKELY, Seminole County, GA",33.01447771666643,-82.63145570450132,97,6,0,High,red
GA2530005,RIVERSIDE ACRES SUBDIVISION,CWS,159,P,GW,"BLAKELY, Seminole County, GA",31.829498263932106,-84.4687991889617,137,4,0,High,red
GA2530007,HOLLY ISLES,CWS,572,P,GW,"ALBANY, Seminole County, GA",31.5785,-84.1557,23,0,0,Low,yellow
GA2530014,SPRING CREEK PARK RESORT,TNCWS,550,P,GW,"DONALSONVILLE, Seminole County, GA",32.90135644010188,-84.33481137668956,63,0,0,Low,yellow
GA2530021,USCE-SEALY LANDING,TNCWS,26,F,GW,"DONALSONVILLE, Seminole County, GA",31.771210580722666,-84.35502197944905,11,0,0,Low,yellow
GA2530039,TRAILS END MARINA AND RESORT,TNCWS,81,P,GW,"DONALSONVILLE, Seminole County, GA",32.38977897170175,-83.1061985547384,44,8,0,High,red
GA2530043,LAKEVIEW DRIVE SUBDIVISION,TNCWS,59,P,GW,"DONALSONVILLE, Seminole County, GA",32.201431458864995,-83.52982608087582,3,0,0,Low,yellow
GA2550000,GRIFFIN,CWS,23643,L,SW,"GRIFFIN, Spalding County, GA",33.378255406114064,-82.85086597659622,43,28,0,High,red
GA2550002,CUMBERLAND SPRINGS,CWS,122,P,GW,"GRIFFIN, Spalding County, GA",31.8108368282774,-83.23230809384617,85,1,5,High,red
GA2550006,SOUTH HAMPTON MOBILE HOME PARK,CWS,566,P,GW,"HAMPTON, Spalding County, GA",33.6391246354349,-82.83181486244605,33,0,0,Low,yellow
GA2550009,"PONDEROSA MHC, LLC",CWS,234,P,GW,"GRIFFIN, Spalding County, GA",33.459708329195244,-82.15271445901178,43,0,0,Low,yellow
GA2550036,SPALDING COUNTY WATER SYSTEM,CWS,40430,L,SWP,"GRIFFIN, Spalding County, GA",31.91218461205306,-83.21184092860574,6,0,0,Low,yellow
GA2570000,MARTIN,CWS,1769,L,GW,"MARTIN, Stephens County, GA",33.46702908425681,-82.72107193384039,63,11,0,High,red
GA2570001,TOCCOA,CWS,24960,L,SW,"TOCCOA, Stephens County, GA",32.102280590198376,-83.50323167935133,39,16,0,High,red
GA2570011,TOCCOA FALLS COLLEGE,CWS,850,P,GW,"TOCCOA FALLS, Stephens County, GA",32.96530762833329,-83.81367027102097,33,2,0,High,red
GA2570025,GEORGIA BAPTIST CONFERENCE CENTER,TNCWS,79,P,GW,"TOCCOA, Stephens County, GA",31.81086724221793,-83.43945471175202,41,1,1,High,red
GA2570029,LAKE HARBOR SHORES SUBDIVISION,CWS,246,P,SWP,"MARTIN, Stephens County, GA",33.520764487352885,-82.43166497694598,25,4,1,High,red
GA2590000,LUMPKIN,CWS,1136,L,GW,"LUMPKIN, Stewart County, GA",31.801579347938624,-83.5494960326268,97,3,4,High,red
GA2590001,CITY OF OMAHA,CWS,243,L,GW,"LUMPKIN, Stewart County, GA",33.00035248393693,-82.66525430121133,61,5,3,High,red
GA2590002,RICHLAND,CWS,1358,L,GW,"RICHLAND, Stewart County, GA",32.76787695431856,-83.07591800737123,165,16,1,High,red
GA2590004,DNR-PROVIDENCE CANYON ST. PARK,TNCWS,434,S,GW,"LUMPKIN, Stewart County, GA",31.5785,-84.1557,17,3,0,High,red
GA2590007,DNR-FLORENCE MARINA STATE PARK,TNCWS,314,F,GW,"OMAHA, Stewart County, GA",31.5785,-84.1557,12,3,0,High,red
GA2590010,LOUVALE COMMUNITY,CWS,388,L,GW,"LUMPKIN, Stewart County, GA",32.20105688898435,-82.34872151980598,75,10,3,High,red
GA2590012,BROOKLYN WATER SYSTEM,CWS,2429,L,GW,"LUMPKIN, Stewart County, GA",32.154235378601086,-84.53432665394203,82,0,6,Medium,orange
GA2610000,AMERICUS,CWS,15082,L,GW,"AMERICUS, Sumter County, GA",32.84319359738385,-82.56860235320983,20,2,0,High,red
GA2610001,ANDERSONVILLE,CWS,386,L,GW,"ANDERSONVILLE, Sumter County, GA",31.685938779402594,-82.25053639865487,71,0,0,Low,yellow
GA2610002,DESOTO,CWS,311,L,GW,"DE SOTO, Sumter County, GA",32.43042187430827,-84.22029759902944,42,0,2,Medium,orange
GA2610003,LESLIE,CWS,427,L,GW,"LESLIE, Sumter County, GA",31.987856028344826,-84.87141722214886,75,0,0,Low,yellow
GA2610004,PLAINS,CWS,942,L,GW,"PLAINS, Sumter County, GA",31.89361800106899,-83.30548393276125,68,6,0,High,red
GA2610012,BRIAR PATCH MOBILE HOME PARK,CWS,162,P,GW,"AMERICUS, Sumter County, GA",33.033344088993054,-82.85609408390901,91,1,0,High,red
GA2610013,KOINONIA-FOREST PARK,CWS,84,P,GW,"AMERICUS, Sumter County, GA",33.0420708435432,-82.73840267137582,473,9,3,High,red
GA2610017,KOINONIA VILLAGE,CWS,70,P,GW,"AMERICUS, Sumter County, GA",32.12431113655483,-83.37822207962921,466,19,3,High,red
GA2610024,KOINONIA PARTNERS MAIN FARM,TNCWS,14,P,GW,"AMERICUS, Sumter County, GA",33.3854332255127,-84.45380283006001,107,4,0,High,red
GA2610036,ARLINGTON TERRACE MHP,CWS,38,P,GW,"AMERICUS, Sumter County, GA",33.55465999211486,-84.5923169160553,566,13,3,High,red
GA2610039,SOUTHERN HILLS MHP,CWS,130,P,GW,"AMERICUS, Sumter County, GA",32.14328990221404,-82.19498078961753,834,20,4,High,red
GA2610045,GRAYSTONE VILLAGE,CWS,70,P,GW,"AMERICUS, Sumter County, GA",32.0746545672173,-82.29171790310922,547,17,3,High,red
GA2610049,SUMTER CO.- REGIONAL PARK,TNCWS,750,L,GW,"AMERICUS, Sumter County, GA",32.64365993997985,-84.26840029441148,36,0,0,Low,yellow
GA2610052,JIMMY CARTER`S BOYHOOD HOME AND FARM,TNCWS,50,F,GW,"PLAINS, Sumter County, GA",33.269943781414526,-84.52521777063463,25,0,0,Low,yellow
GA2610056,BRICKYARD PLANTATION II,TNCWS,39,P,GW,"AMERICUS, Sumter County, GA",32.649787849887105,-82.9079552188289,4,0,0,Low,yellow
GA2610057,TOWERVIEW SUBDIVISION,CWS,46,P,GW,"AMERICUS, Sumter County, GA",33.254414507079375,-82.75808205897697,4,0,1,Medium,orange
GA2630000,TALBOTTON,CWS,1454,L,GW,"TALBOTTON, Talbot County, GA",33.03550126972718,-84.71471910580816,77,4,3,High,red
GA2630001,WOODLAND,CWS,529,L,GW,"WOODLAND, Talbot County, GA",33.26072758760257,-83.42728954406566,137,18,0,High,red
GA2630002,JUNCTION CITY,CWS,156,L,GW,"JUNCTION CITY, Talbot County, GA",31.67363383334989,-83.90199366478991,98,8,0,High,red
GA2630003,GENEVA,CWS,248,L,GWP,"GENEVA, Talbot County, GA",33.33310574664431,-82.57509617747951,35,6,0,High,red
GA2630005,TALBOT COUNTY WATER WORKS,CWS,4028,L,SWP,"TALBOTTON, Talbot County, GA",32.464694761577,-83.03261037228481,103,86,0,High,red
GA2650000,CRAWFORDVILLE WATER SYSTEM,CWS,621,L,GW,"CRAWFORDVILLE, Taliaferro County, GA",32.09672078691786,-82.52470150713977,77,30,0,High,red
GA2670000,COBBTOWN WATER SYSTEM,CWS,596,L,GW,"COBBTOWN, Tattnall County, GA",33.5243111414062,-83.30302008579253,48,7,0,High,red
GA2670001,COLLINS WATER SYSTEM,CWS,780,L,GW,"COLLINS, Tattnall County, GA",31.75434625037901,-84.57198889214008,125,4,0,High,red
GA2670002,GLENNVILLE WATER SYSTEM,CWS,5173,L,GW,"GLENNVILLE, Tattnall County, GA",32.18188411002718,-82.54803136672331,27,10,0,High,red
GA2670003,MANASSAS,CWS,133,L,GW,"MANASSAS, Tattnall County, GA",32.89020602028809,-84.78856403313914,108,2,0,High,red
GA2670004,REIDSVILLE WATER SYSTEM,CWS,2594,L,GW,"REIDSVILLE, Tattnall County, GA",32.246848781449344,-83.71285585677046,63,10,2,High,red
GA2670005,ROGERS STATE PRISON,CWS,1588,S,GW,"REIDSVILLE, Tattnall County, GA",33.59034685374893,-84.13745444981596,76,2,2,High,red
GA2670022,BEARDS CREEK MHP,CWS,307,P,GW,"GLENNVILLE, Tattnall County, GA",32.515572222528114,-83.81150065556724,83,4,1,High,red
GA2670035,ROTARY MOWER COMPANY,NTNCWS,185,P,GW,"GLENNVILLE, Tattnall County, GA",33.463765757658855,-82.95508072811809,28,13,0,High,red
GA2670041,BLAND FARMS #1,TNCWS,200,P,GW,"REIDSVILLE, Tattnall County, GA",33.176653909835984,-84.88140613887025,76,18,1,High,red
GA2670042,TATTNALL CO HIGH SCHOOL,NTNCWS,1100,L,GW,"REIDSVILLE, Tattnall County, GA",32.2270478266413,-84.25175051151417,106,5,0,High,red
GA2670043,BLAND FARMS #2,TNCWS,200,P,GW,"GLENNVILLE, Tattnall County, GA",33.11054627628911,-83.76690489935945,37,0,0,Low,yellow
GA2670045,FAIRHAVEN MOBILE HOME PARK,CWS,62,P,GW,"STATESBORO, Tattnall County, GA",32.714660544579765,-84.01890835816249,14,0,0,Low,yellow
GA2670046,THE OAKS SUBDIVISION,CWS,57,P,GW,"STATESBORO, Tattnall County, GA",33.27046001020935,-82.5826874063526,7,0,0,Low,yellow
GA2670052,OHOOPEE MATCH CLUB,TNCWS,25,P,GW,"COBBTOWN, Tattnall County, GA",32.3035743446285,-84.05971260037298,16,0,1,Medium,orange
GA2670054,DOLLAR GENERAL #20135,TNCWS,30,P,GW,"REIDSVILLE, Tattnall County, GA",32.80725941139512,-82.22551445138492,0,0,0,Good,green
GA2670055,NORTH TATTNALL ELEMENTARY SCHOOL,NTNCWS,1100,L,GW,"COLLINS, Tattnall County, GA",32.38471856858634,-82.05422015979906,32,0,0,Low,yellow
GA2690000,BUTLER,CWS,4518,L,GW,"BUTLER, Taylor County, GA",32.60584257641052,-82.31553095934417,28,0,6,Medium,orange
GA2690001,REYNOLDS,CWS,1301,L,GW,"REYNOLDS, Taylor County, GA",33.324987973116905,-83.84178169439915,74,17,0,High,red
GA2690005,TAYLOR CO.-POTTERVILLE COMM.,CWS,103,L,GWP,"BUTLER, Taylor County, GA",33.632297965777326,-82.18413789047736,189,102,0,High,red
GA2710001,JACKSONVILLE,CWS,205,L,GW,"JACKSONVILLE, Telfair County, GA",32.27536137178913,-84.9099561765893,74,12,0,High,red
GA2710002,LUMBER CITY,CWS,977,L,GW,"LUMBER CITY, Telfair County, GA",32.00696417024765,-82.96378238052044,30,3,2,High,red
GA2710003,MCRAE-HELENA,CWS,7857,L,GW,"MCRAE, Telfair County, GA",33.61913818811717,-83.91032814779463,16,6,0,High,red
GA2710004,MILAN,CWS,791,L,GW,"MILAN, Telfair County, GA",33.191476979730844,-83.37480652210307,19,0,1,Medium,orange
GA2710005,SCOTLAND,CWS,294,L,GW,"SCOTLAND, Telfair County, GA",32.35408063766446,-82.94224532702748,146,38,1,High,red
GA2710010,GUIDONI USA INC.,NTNCWS,27,P,GW,"MCRAE, Telfair County, GA",33.01277849243233,-83.5670565724951,21,0,0,Low,yellow
GA2710024,CEDAR LANE SUPPER CLUB,TNCWS,125,P,GW,"MCRAE-HELENA, Telfair County, GA",31.967009131396715,-82.27661807059962,12,0,0,Low,yellow
GA2730000,BRONWOOD,CWS,529,L,GW,"BRONWOOD, Terrell County, GA",33.0047966095075,-83.18089706797376,54,2,3,High,red
GA2730001,DAWSON,CWS,4857,L,GW,"DAWSON, Terrell County, GA",32.04539243195754,-84.5027060649087,68,6,0,High,red
GA2730002,PARROTT,CWS,240,L,GW,"PARROTT, Terrell County, GA",33.27481320184789,-83.9531812199213,10,2,0,High,red
GA2730003,SASSER,CWS,402,L,GW,"SASSER, Terrell County, GA",32.32286951082739,-84.23328684676927,25,0,0,Low,yellow
GA2730005,WINDSOR SUBDIVISION,CWS,95,P,GW,"SAVANNAH, Terrell County, GA",32.0835,-81.0998,61,0,0,Low,yellow
GA2730014,TERRELL COUNTY CORRECTIONAL INSTITUTE,CWS,172,L,GW,"DAWSON, Terrell County, GA",32.14052785346849,-84.42420707754235,36,1,0,High,red
GA2730015,TERRELL COUNTY CHILD DEV. CTR.,NTNCWS,96,L,GW,"DAWSON, Terrell County, GA",33.38013115232896,-83.76344497562408,17,2,0,High,red
GA2730017,TERRELL CO RECREATION COMPLEX,TNCWS,150,L,GW,"DAWSON, Terrell County, GA",31.682196387629453,-84.0050883499474,0,0,0,Good,green
GA2750000,BOSTON,CWS,1315,L,GW,"BOSTON, Thomas County, GA",31.86127541818991,-82.38628708814403,53,0,1,Medium,orange
GA2750001,COOLIDGE,CWS,667,L,GW,"COOLIDGE, Thomas County, GA",33.598473322781686,-82.65134703538021,18,0,0,Low,yellow
GA2750002,MEIGS,CWS,1096,L,GW,"MEIGS, Thomas County, GA",33.41025656514006,-84.60845801484014,113,4,0,High,red
GA2750003,OCHLOCKNEE,CWS,905,L,GW,"OCHLOCKNEE, Thomas County, GA",32.43648757734589,-82.46083956773549,21,2,0,High,red
GA2750004,PAVO,CWS,815,L,GW,"PAVO, Thomas County, GA",31.830534593223515,-83.40853186486127,76,0,0,Low,yellow
GA2750005,THOMASVILLE,CWS,32613,L,GW,"THOMASVILLE, Thomas County, GA",31.933648758781246,-84.56159476198985,21,0,0,Low,yellow
GA2750018,SUGARWOOD ESTATES MHP,CWS,162,P,GW,"THOMASVILLE, Thomas County, GA",32.22405860249792,-82.90703535315966,37,5,0,High,red
GA2750019,FOXCROFT SUBDIVISION,CWS,108,P,GW,"THOMASVILLE, Thomas County, GA",31.825464828858564,-83.78242039289171,52,7,0,High,red
GA2750020,HIDDEN ACRES SUBDIVISION,CWS,86,P,GW,"THOMASVILLE, Thomas County, GA",33.56873004995937,-84.71723055923437,8,0,0,Low,yellow
GA2750022,PINE RUN SUBDIVISION,CWS,149,P,GW,"THOMASVILLE, Thomas County, GA",32.777565617410815,-83.9697237681863,60,11,1,High,red
GA2750023,LAKE RIVERSIDE SUBDIVISION,CWS,726,P,GW,"SAVANNAH, Thomas County, GA",32.0835,-81.0998,5,0,0,Low,yellow
GA2750024,RIVERWOOD ESTATES,CWS,65,P,GW,"SAVANNAH, Thomas County, GA",32.0835,-81.0998,4,0,0,Low,yellow
GA2750027,LAKE LILLIQUIN S/D,CWS,113,P,GW,"THOMASVILLE, Thomas County, GA",32.26207285131024,-82.16458024472294,6,0,0,Low,yellow
GA2750032,CARTER MOBILE HOME PARK,CWS,43,P,GW,"THOMASVILLE, Thomas County, GA",32.85780638951415,-84.62468314424288,98,14,0,High,red
GA2750036,PEBBLE HILL PLANTATION,NTNCWS,128,P,GW,"THOMASVILLE, Thomas County, GA",32.69209628971297,-82.65907122015392,10,0,0,Low,yellow
GA2750040,OIL DRI NORTH PLANT,NTNCWS,280,P,GW,"OCHLOCKNEE, Thomas County, GA",32.110583142142325,-81.9785116526224,3,0,0,Low,yellow
GA2750044,WAVERLY/FOUR CORNERS WS,NTNCWS,25,P,GW,"THOMASVILLE, Thomas County, GA",31.749387948836485,-82.38866889009081,12,1,1,High,red
GA2750048,SUNNYBELLE ACRES,CWS,54,P,GW,"THOMASVILLE, Thomas County, GA",32.795278084994635,-83.16607404913647,23,0,0,Low,yellow
GA2750051,THOMASVILLE-AREA GOLF COURSE,TNCWS,200,L,GW,"THOMASVILLE, Thomas County, GA",33.08980212536374,-83.40039908852329,1,0,0,Low,yellow
GA2750055,HOLLY SPRINGS SUBDIVISION,CWS,156,P,GW,"SAVANNAH, Thomas County, GA",32.0835,-81.0998,8,0,0,Low,yellow
GA2750059,SANFORD HEIGHTS SUBDIVISION,CWS,181,P,GW,"THOMASVILLE, Thomas County, GA",32.08363917867337,-83.77608239109445,50,5,0,High,red
GA2750060,SUMMER MEADOWS SUBDIVISION,CWS,92,P,GW,"THOMASVILLE, Thomas County, GA",32.240455074779554,-83.18871636469538,37,8,0,High,red
GA2750063,PECAN VILLAGE/OAK HILL MHP,CWS,221,P,GW,"THOMASVILLE, Thomas County, GA",32.82115028531872,-83.13536306463627,14,0,0,Low,yellow
GA2750068,SOUTH EDEN PLANTATION,TNCWS,100,P,GW,"THOMASVILLE, Thomas County, GA",31.730749396148543,-84.23690293255041,56,13,0,High,red
GA2750069,PINE GROVE MHP/WHIPPOORWILL S/D,CWS,65,P,GW,"THOMASVILLE, Thomas County, GA",32.37528998225976,-82.13979404478884,235,45,0,High,red
GA2750070,HUNTER`S COVE SUBDIVISION,CWS,167,P,GW,"THOMASVILLE, Thomas County, GA",32.2390316725829,-83.46648704705336,6,0,1,Medium,orange
GA2750072,BROOKWOOD CHASE,CWS,51,P,GW,"THOMASVILLE, Thomas County, GA",33.24272132026269,-82.51758405904224,23,0,0,Low,yellow
GA2750073,SUGAR MILL RV PARK,CWS,359,P,GW,"THOMASVILLE, Thomas County, GA",32.74100448506975,-83.93961538138844,11,0,0,Low,yellow
GA2750075,WILLOW RIDGE SUBDIVISION,CWS,111,P,GW,"THOMASVILLE, Thomas County, GA",32.415025375567076,-82.9913781334851,3,0,1,Medium,orange
GA2750076,PACES LANE SUBDIVISION,CWS,32,P,GW,"THOMASVILLE, Thomas County, GA",32.89786255847463,-83.5145666907038,0,0,0,Good,green
GA2750077,POINTERS CHASE SUBDIVISION,CWS,39,P,GW,"SAVANNAH, Thomas County, GA",32.0835,-81.0998,19,8,0,High,red
GA2750078,SWEETBRIAR LAKES SUBDIVISION,CWS,230,P,GW,"SAVANNAH, Thomas County, GA",32.0835,-81.0998,1,0,0,Low,yellow
GA2750080,SOUTHERN POINTE SUBDIVISION,CWS,76,P,GW,"VALDOSTA, Thomas County, GA",30.8327,-83.2785,3,0,0,Low,yellow
GA2770000,OMEGA,CWS,1436,L,GW,"OMEGA, Tift County, GA",31.80930363159628,-83.90730365358048,6,0,0,Low,yellow
GA2770001,TIFTON-TIFT COUNTY WATER SYSTEM,CWS,27589,L,GW,"TIFTON, Tift County, GA",32.3978661743775,-83.92868709589207,5,1,0,High,red
GA2770003,TY TY,CWS,929,L,GW,"TY TY, Tift County, GA",32.28295957894032,-82.15269796661634,1,0,0,Low,yellow
GA2770004,ABRAHAM BALDWIN AGRI. COLLEGE,CWS,4405,S,GW,"TIFTON, Tift County, GA",31.902427524703157,-82.7043640702563,96,10,0,High,red
GA2770006,TIFT AREA ACADEMY,NTNCWS,575,P,GW,"CHULA, Tift County, GA",32.861912382535266,-84.22267010139257,13,0,1,Medium,orange
GA2770013,PLEASANT GROVE MOBILE HOME PK,CWS,51,P,GW,"TIFTON, Tift County, GA",33.17715234578314,-83.17107929643527,41,2,0,High,red
GA2770032,BAR W MOBILE HOME PARK,CWS,54,P,GW,"TIFTON, Tift County, GA",31.66517957002094,-84.18651482817076,53,0,6,Medium,orange
GA2770071,ECONOMY INN,TNCWS,600,P,GW,"CHULA, Tift County, GA",31.87378351550262,-82.70199176244279,49,0,0,Low,yellow
GA2770085,SPRINGHILL COUNTRY CLUB,TNCWS,300,P,GW,"TIFTON, Tift County, GA",32.387500386992635,-83.96184054747204,19,1,0,High,red
GA2770129,UGA-DIAGNOSTIC CENTER,NTNCWS,40,S,GW,"TIFTON, Tift County, GA",32.34683674800214,-82.73559717778704,49,9,0,High,red
GA2770132,RIVERBEND ESTATES,CWS,221,P,GW,"ALBANY, Tift County, GA",31.5785,-84.1557,32,0,0,Low,yellow
GA2770136,LEWIS TAYLOR FARMS MLC,TNCWS,350,P,GW,"TIFTON, Tift County, GA",33.436646066175335,-82.63576652116791,2,0,0,Low,yellow
GA2770137,PEBBLE HILL ESTATES S/D,CWS,365,P,GW,"ALBANY, Tift County, GA",31.5785,-84.1557,14,0,0,Low,yellow
GA2790000,LYONS,CWS,4476,L,GW,"LYONS, Toombs County, GA",32.45860482124527,-82.77542159636666,52,6,0,High,red
GA2790001,SANTA CLAUS,CWS,229,L,GW,"LYONS, Toombs County, GA",32.47221502414693,-84.16290907052053,34,0,0,Low,yellow
GA2790002,VIDALIA,CWS,14909,L,GW,"VIDALIA, Toombs County, GA",32.63910934010074,-82.52264874234801,47,6,0,High,red
GA2790003,TOOMBS CENTRAL ELEM. SCHOOL,NTNCWS,570,L,GW,"LYONS, Toombs County, GA",33.31215769354126,-83.32731619442698,13,0,0,Low,yellow
GA2790004,MCNATT FALLS SUBDIVISION,CWS,91,P,GW,"MIDWAY, Toombs County, GA",32.33925372468325,-84.49578644218266,81,12,0,High,red
GA2790005,PETROSS,CWS,78,P,GW,"MIDWAY, Toombs County, GA",32.924383189715634,-84.42743193757514,1261,157,3,High,red
GA2790010,SUNNI PINES MOBILE HOME PARK,CWS,41,P,GW,"VIDALIA, Toombs County, GA",33.611835697635144,-82.32182752604768,77,3,1,High,red
GA2790015,PETROSS SUBDIVISION,CWS,151,P,GW,"VIDALIA, Toombs County, GA",33.62820426810449,-82.00430968728396,295,141,0,High,red
GA2790027,SHADY ACRES MOBILE HOME PARK,CWS,86,P,GW,"LYONS, Toombs County, GA",32.756815459097474,-82.38225253085068,43,5,0,High,red
GA2790028,KNOLLWOOD MOBILE HOME PARK,CWS,156,P,GW,"VIDALIA, Toombs County, GA",32.14426704210991,-84.4331953941031,101,0,5,Medium,orange
GA2790032,HUNINGTON SUBDIVISION WS,CWS,34,P,GW,"VIDALIA, Toombs County, GA",33.00975796728431,-84.35058290734693,6,0,0,Low,yellow
GA2790033,MORRIS VILLAGE,CWS,216,P,GW,"VIDALIA, Toombs County, GA",32.23145254055126,-82.87517293227988,23,0,0,Low,yellow
GA2790034,HILLDALE WATER SYSTEM,CWS,88,P,GW,"UVALDA, Toombs County, GA",33.38356778969646,-82.18880292530933,35,0,0,Low,yellow
GA2790036,"CEDAR CROSSING FAST FOODS, INC",TNCWS,75,P,GW,"UVALDA, Toombs County, GA",33.21290861589768,-82.14706446627851,61,9,0,High,red
GA2790042,COBB CREEK SUBDIVISION,CWS,55,P,GW,"STATESBORO, Toombs County, GA",32.96154697411206,-82.53085387987554,6,0,0,Low,yellow
GA2790044,WOODBRIDGE WATER SYSTEM,CWS,49,P,GW,"STATESBORO, Toombs County, GA",32.53498602901021,-83.72393830124633,12,0,0,Low,yellow
GA2790048,THE PITTMAN PLANTATION,CWS,57,P,GW,"STATESBORO, Toombs County, GA",33.54467432051787,-82.9107755277471,3,0,0,Low,yellow
GA2810000,HIAWASSEE,CWS,5496,L,SW,"HIAWASSEE, Towns County, GA",33.06171846064143,-82.44351872723281,11,0,0,Low,yellow
GA2810001,YOUNG HARRIS,CWS,2119,L,GW,"YOUNG HARRIS, Towns County, GA",33.23522780209303,-84.02709063391468,20,0,0,Low,yellow
GA2810007,TOWNS COUNTY,CWS,11791,L,SWP,"YOUNG HARRIS, Towns County, GA",32.35455952909779,-83.361138008454,11,0,0,Low,yellow
GA2810008,ENOTA CAMP & RESORT,TNCWS,160,P,GW,"HIAWASSEE, Towns County, GA",32.2570574468029,-83.43684038626598,141,4,2,High,red
GA2810012,USFS-TATE BRANCH AREA,TNCWS,30,F,GW,"LAKEMONT, Towns County, GA",31.844651006451784,-84.55275929626441,39,14,0,High,red
